12.2983,-0.0426,1
12.1846,-0.1886,1
12.2983,-0.0426,1
12.2912,-0.0392,1
12.2983,-0.0426,1
12.2912,-0.0392,1
12.2912,-0.0392,1
12.2912,-0.0392,1
12.2912,-0.0392,1
12.2912,-0.0392,1
12.2912,-0.0392,1
12.2983,-0.0426,1
12.2912,-0.0392,1
12.3132,-0.0564,1
12.298,-0.2258,1
12.2912,-0.0392,1
12.2912,-0.0392,1
12.3132,-0.0564,1
12.2912,-0.0392,1
12.2983,-0.0426,1
12.2912,-0.0392,1
12.1846,-0.1886,1
8.43212,5.35679,1
9.81333,4.98333,1
9.98,4.88,1
10.27,4.6,1
8.66953,3.33181,1
8.66742,3.36097,1
8.66742,3.36097,1
8.66881,3.36161,1
8.66742,3.36097,1
8.66742,3.36097,1
8.66953,3.33181,1
8.66953,3.33181,1
8.87944,3.70517,1
8.66742,3.36097,1
8.66742,3.36097,1
8.66742,3.36097,1
28.57,1.39778,1
28.554,1.37867,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
12.8117,3.19056,1
29.8167,1.21667,1
29.8167,1.21667,1
10.7833,3.63333,1
11.3667,3.85,1
11.3667,3.85,1
11.3667,3.85,1
11.3667,3.85,1
11.3667,3.85,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9667,2.9833,1
11.9833,2.93333,1
29.8148,1.242,1
29.8254,1.21999,1
29.8254,1.21999,1
29.8,1.3,1
29.8254,1.21999,1
29.7059,0.65856,1
29.7333,0.66667,1
29.7167,0.73333,1
30.4667,1.23333,1
27.2198,-2.01833,1
29.75,-0.31667,0
24.72,2.7859,1
24.72,2.7859,1
24.72,2.7859,1
11.9667,2.9833,1
9.36238,6.42517,1
27.2198,-2.01833,1
26.8333,2.9333,1
11.9667,2.9833,1
27.2198,-2.01833,1
9.36238,6.42517,1
11.9667,2.9833,1
9.0,4.0833,1
11.9667,2.9833,1
9.0,4.0833,1
11.9667,2.9833,1
27.2198,-2.01833,1
8.66738,3.40327,1
10.733,3.233,1
27.2198,-2.01833,1
8.66738,3.40327,1
27.2198,-2.01833,1
27.2198,-2.01833,1
26.8333,2.9333,1
27.2198,-2.01833,1
27.2198,-2.01833,1
11.9667,2.9833,1
27.2198,-2.01833,1
27.2198,-2.01833,1
11.9667,2.9833,1
27.2198,-2.01833,1
27.2198,-2.01833,1
9.917,2.95,1
9.0,4.0833,1
10.733,3.233,1
27.2198,-2.01833,1
11.9667,2.9833,1
9.917,2.95,1
27.2198,-2.01833,1
27.2198,-2.01833,1
27.2198,-2.01833,1
27.2198,-2.01833,1
9.36238,6.42517,1
27.2198,-2.01833,1
27.2198,-2.01833,1
